date,crime_type,state,Primary Category,Secondary Category,Months Difference
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-06-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,174
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,"BURGLARY FROM VEHICLE, ATTEMPTED",California,Property Crimes,BURGLARY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,CRIMINAL HOMICIDE,California,Violent Crimes,HOMICIDE,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,ROBBERY,California,Violent Crimes,ROBBERY,173
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-07-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-04-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,176
2010-07-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-04-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,176
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,172
2010-08-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY POLICE (SIMPLE),California,Violent Crimes,BATTERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-05-01,BURGLARY,California,Property Crimes,BURGLARY,175
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,172
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
